timestamp,temperature,moisture,ec,ph,nitrogen,phosphorus,potassium,salinity,battery
2026-03-09T15:05:51.433860,,,0,0.0,0,0,0,700,
2026-03-09T15:06:26.238519,,,0,0.0,0,0,0,700,
