timestamp,temperature,moisture,ec,ph,nitrogen,phosphorus,potassium,salinity,battery
2026-03-04T17:25:51.141532,,,0,0.0,0,0,0,700,
2026-03-04T17:26:26.121196,,,0,0.0,0,0,0,700,
