timestamp,temperature,moisture,ec,ph,nitrogen,phosphorus,potassium,salinity,battery
2026-03-11T15:52:40.261944,,,0,0.0,0,0,0,700,
2026-03-11T16:43:20.758599,,,0,0.0,0,0,0,700,
2026-03-11T16:44:22.366640,,,0,0.0,0,0,0,700,
